Running angleBetweenNonNomalized,,
31,114.514,0.000572571
32,116.665,0.000583326
33,119.88,0.0005994
34,122.435,0.000612174
35,125.762,0.000628808
36,128.882,0.000644412
37,133.5,0.000667501
38,136.046,0.000680231
39,139.179,0.000695896
40,143.025,0.000715127
41,146.228,0.000731142
42,150.326,0.000751631
43,153.574,0.000767869
44,155.733,0.000778667
45,158.737,0.000793685
46,162.711,0.000813556
47,164.282,0.000821409
48,167.946,0.000839732
49,191.252,0.00095626
50,174.148,0.000870738
51,177.235,0.000886175
52,182.361,0.000911806
53,184.996,0.000924978
54,187.374,0.00093687
55,190.826,0.000954129
56,192.891,0.000964453
57,196.9,0.000984501
58,200.949,0.00100475
59,202.931,0.00101465
60,205.96,0.0010298
61,208.72,0.0010436
62,213.702,0.00106851
63,215.316,0.00107658
64,219.037,0.00109519
65,222.84,0.0011142
66,224.846,0.00112423
67,228.543,0.00114272
68,232.493,0.00116246
69,240.449,0.00120224
70,243.112,0.00121556
71,244.977,0.00122488
72,248.909,0.00124455
73,255.636,0.00127818
74,256.47,0.00128235
75,259.655,0.00129828
76,262.607,0.00131303
77,264.638,0.00132319
78,268.737,0.00134368
79,287.94,0.0014397
80,274.383,0.00137191
81,273.421,0.0013671
82,276.716,0.00138358
83,279.767,0.00139884
84,281.983,0.00140992
85,285.705,0.00142852
86,288.128,0.00144064
87,292.979,0.0014649
88,295.796,0.00147898
89,296.946,0.00148473
90,300.232,0.00150116
91,303.668,0.00151834
92,308.595,0.00154298
93,311.346,0.00155673
94,336.325,0.00168162
95,340.535,0.00170267
96,345.396,0.00172698
97,337.786,0.00168893
98,340.167,0.00170083
99,334.986,0.00167493
Running projection,,
2,30.6726,0.000153363
3,33.0729,0.000165364
4,35.1031,0.000175515
5,37.858,0.00018929
6,40.9021,0.00020451
7,44.2116,0.000221058
8,47.2543,0.000236272
9,52.6134,0.000263067
10,60.5809,0.000302905
11,62.7159,0.00031358
12,59.8066,0.000299033
13,64.836,0.00032418
14,67.4897,0.000337449
15,70.3021,0.000351511
16,73.7657,0.000368829
17,77.265,0.000386325
18,82.418,0.00041209
19,87.0529,0.000435265
20,90.7065,0.000453533
21,95.4912,0.000477456
22,97.1949,0.000485975
23,100.012,0.00050006
24,109.676,0.000548378
25,108.087,0.000540433
26,122.798,0.000613989
27,120.67,0.000603349
28,124.471,0.000622353
29,124.776,0.000623881
30,127.735,0.000638673
31,131.292,0.000656461
32,133.393,0.000666967
33,137.282,0.000686412
34,142.464,0.00071232
35,146.954,0.00073477
36,148.509,0.000742547
37,151.632,0.000758161
38,155.229,0.000776147
39,165.741,0.000828707
40,163.81,0.000819048
41,165.788,0.000828942
42,174.01,0.000870049
43,175.499,0.000877493
44,194.217,0.000971084
45,197.573,0.000987864
46,196.025,0.000980127
47,211.878,0.00105939
48,210.437,0.00105218
49,235.46,0.0011773
50,235.407,0.00117704
51,230.772,0.00115386
52,236.581,0.0011829
53,240.931,0.00120465
54,252.626,0.00126313
55,242.072,0.00121036
56,230.961,0.00115481
57,241.122,0.00120561
58,239.501,0.00119751
59,234.095,0.00117048
60,249.577,0.00124788
61,241.951,0.00120976
62,258.722,0.00129361
63,250.485,0.00125243
64,250.129,0.00125064
65,256.77,0.00128385
66,261.38,0.0013069
67,270.455,0.00135228
68,277.477,0.00138739
69,271.932,0.00135966
70,280.654,0.00140327
71,300.587,0.00150294
72,291.428,0.00145714
73,298.174,0.00149087
74,306.757,0.00153379
75,303.524,0.00151762
76,307.72,0.0015386
77,317.744,0.00158872
78,315.448,0.00157724
79,331.023,0.00165511
80,326.727,0.00163363
81,327.047,0.00163524
82,330.581,0.0016529
83,347.099,0.00173549
84,331.952,0.00165976
85,338.276,0.00169138
86,335.722,0.00167861
87,335.545,0.00167772
88,335.459,0.0016773
89,337.092,0.00168546
90,344.241,0.00172121
91,344.266,0.00172133
92,349.354,0.00174677
93,357.567,0.00178784
94,370.411,0.00185206
95,373.579,0.0018679
96,379.508,0.00189754
97,384.872,0.00192436
98,390.096,0.00195048
99,393.863,0.00196932
