Running angleBetweenNonNomalized,,
2,53.3364,0.000266682
3,46.4575,0.000232288
4,42.34,0.0002117
5,45.5417,0.000227709
6,43.829,0.000219145
7,42.5701,0.000212851
8,48.3304,0.000241652
9,52.1392,0.000260696
10,49.1739,0.00024587
11,51.1832,0.000255916
12,55.5024,0.000277512
13,62.1383,0.000310692
14,62.1484,0.000310742
15,61.8993,0.000309497
16,67.8774,0.000339387
17,87.1959,0.00043598
18,73.6919,0.00036846
19,71.3259,0.00035663
20,77.1429,0.000385715
21,93.539,0.000467695
22,82.2063,0.000411031
23,83.2931,0.000416465
24,86.8202,0.000434101
25,106.146,0.000530731
26,104.769,0.000523845
27,96.1523,0.000480762
28,97.6845,0.000488423
29,108.128,0.000540638
30,102.651,0.000513256
31,115.368,0.00057684
32,110.927,0.000554633
33,142.443,0.000712215
34,121.828,0.000609141
35,119.666,0.000598329
36,123.66,0.0006183
37,125.741,0.000628706
38,129.249,0.000646244
39,140.28,0.000701399
40,147.885,0.000739424
41,137.223,0.000686117
42,144.465,0.000722323
43,148.614,0.000743072
44,145.649,0.000728243
45,151.543,0.000757713
46,152.526,0.000762628
47,155.449,0.000777247
48,158.606,0.000793029
49,162.831,0.000814156
50,164.949,0.000824743
51,160.318,0.000801592
52,178.813,0.000894065
53,181.197,0.000905986
54,174.377,0.000871884
55,178.977,0.000894887
56,176.542,0.00088271
57,187.795,0.000938973
58,192.242,0.000961212
59,185.958,0.000929791
60,186.734,0.000933669
61,193.057,0.000965286
62,195.399,0.000976995
63,203.641,0.0010182
64,199.483,0.000997414
65,203.017,0.00101509
66,206.482,0.00103241
67,205.427,0.00102714
68,221.899,0.00110949
69,230.567,0.00115283
70,231.186,0.00115593
71,230.493,0.00115247
72,238.901,0.0011945
73,230.066,0.00115033
74,237.432,0.00118716
75,237.472,0.00118736
76,245.427,0.00122713
77,244.104,0.00122052
78,243.72,0.0012186
79,238.266,0.00119133
80,238.184,0.00119092
81,241.7,0.0012085
82,245.859,0.0012293
83,249.277,0.00124639
84,249.016,0.00124508
85,253.299,0.00126649
86,257.665,0.00128833
87,260.26,0.0013013
88,263.095,0.00131547
89,264.252,0.00132126
90,266.505,0.00133253
91,270.193,0.00135097
92,270.768,0.00135384
93,277.091,0.00138545
94,280.824,0.00140412
95,288.076,0.00144038
96,301.228,0.00150614
97,290.368,0.00145184
98,292.566,0.00146283
99,293.044,0.00146522
Running angleBetweenNormalized,,
2,45.7292,0.000228646
3,44.3273,0.000221637
4,43.1395,0.000215698
5,43.0685,0.000215343
6,43.4635,0.000217318
7,45.2511,0.000226256
8,46.7172,0.000233586
9,49.5772,0.000247886
10,50.9874,0.000254937
11,53.2739,0.00026637
12,55.7671,0.000278836
13,58.2255,0.000291128
14,61.1814,0.000305907
15,64.6441,0.000323221
16,67.0684,0.000335342
17,70.6876,0.000353438
18,73.0206,0.000365103
19,83.6617,0.000418308
20,79.7553,0.000398776
21,83.5477,0.000417738
22,86.1122,0.000430561
23,94.7131,0.000473566
24,91.13,0.00045565
25,94.3003,0.000471502
26,96.9616,0.000484808
27,106.928,0.000534642
28,103.768,0.000518839
29,106.62,0.000533101
30,110.22,0.000551098
