Running testDimensionsFromTo
,2,5.7791,2.88955e-05
,7,6.8972,3.4486e-05
,12,8.167,4.0835e-05
,17,9.7142,4.8571e-05
,22,11.3374,5.6687e-05
,27,12.6118,6.3059e-05
,32,13.9735,6.98675e-05
,37,15.8259,7.91295e-05
,42,18.2079,9.10395e-05
,47,21.1285,0.000105642
,52,24.2747,0.000121373
,57,27.3837,0.000136918
,62,30.4953,0.000152476
,67,32.7329,0.000163664
,72,35.2392,0.000176196
,77,38.8805,0.000194402
,82,40.66,0.0002033
